Date,Source,Headline,Lead Paragraph,URL
2020-11-18,The New York Times,Somalia Worries That a U.S. Withdrawal Will Be Disastrous,"NAIROBI, Kenya — The American-trained Somali commando force Danab is usually deployed to counter the Qaeda-linked group Al Shabab: liberating areas it controls, ending its attacks on government offices and beachside restaurants, and targeting senior Shabab operatives.",https://www.nytimes.com/2020/11/18/world/africa/somalia-us-troops.html
2020-11-18,The New York Times,Apple will pay $113 million to settle states’ investigation into battery throttling.,Apple agreed on Wednesday to pay $113 million to settle an investigation by more than 30 states into its past practice of secretly slowing down older iPhones to preserve their battery life.,https://www.nytimes.com/2020/11/18/business/apple-will-pay-113-million-to-settle-states-investigation-into-battery-throttling.html
2020-11-18,The New York Times,G.O.P. officials refused to certify Michigan ballots over issues that are fairly common.,"For a few hours on Tuesday, it looked as though two Republican officials in Wayne County, Mich., might reject the will of hundreds of thousands of voters.",https://www.nytimes.com/2020/11/18/technology/michigan-officials-refused-to-certify-election.html
2020-11-18,The New York Times,A mini-outbreak on Capitol Hill threatens to disrupt the business of Congress.,"Senator Charles E. Grassley, Republican of Iowa, 87, on Tuesday became the latest lawmaker to be affected by the virus, announcing that he had tested positive. His absence helped to temporarily derail the confirmation of President Trump’s nominee for the Federal Reserve Board and shattered Mr. Grassley’s pride and joy, the longest consecutive voting streak in Senate history.",https://www.nytimes.com/2020/11/18/world/a-mini-outbreak-on-capitol-hill-threatens-to-disrupt-the-business-of-congress.html
2020-11-18,The New York Times,A new outbreak in Australia prompts a six-day lockdown in one state.,"The state of South Australia will go into lockdown for six days in an effort to contain a growing coronavirus outbreak. The cluster, which has been traced to a traveler quarantining in a hotel, has included 22 cases since Saturday.",https://www.nytimes.com/2020/11/18/world/a-new-outbreak-in-australia-prompts-a-six-day-lockdown-in-one-state.html
2020-11-18,The New York Times,"In Georgia, a Republican Feud With Trump at the Center","ATLANTA — There is no worse time for Georgia Republicans to be engulfed in a civil war. Their presidential candidate just narrowly lost the state, which has long been a conservative safe space, while two competitive runoff races are looming in January that could determine control of the U.S. Senate — and the direction of the country for the first part of this decade.",https://www.nytimes.com/2020/11/17/us/politics/georgia-recount.html
2020-11-18,The New York Times,"U.S. Troops Are Packing Up, Ready or Not","KANDAHAR, Afghanistan — Had it not been for dozens of U.S. airstrikes in recent weeks, the southern hub city Kandahar would be under siege, after Taliban fighters threatened to overrun several surrounding districts, security officials say.",https://www.nytimes.com/2020/11/17/world/asia/afghanistan-troop-withdrawal.html
2020-11-18,The New York Times,F.D.A. authorizes the first at-home coronavirus test.,"The Food and Drug Administration on Tuesday gave an emergency green light to the first rapid coronavirus test that can run from start to finish at home, paving a potential path for more widespread testing outside of health care settings.",https://www.nytimes.com/2020/11/18/world/fda-authorizes-the-first-at-home-coronavirus-test.html
2020-11-18,The New York Times,"‘Now, We Fight Face to Face’: Thailand’s Protests Shatter Taboos","BANGKOK — In unison, antigovernment protesters on Wednesday called the King of Thailand a giant monitor lizard, one of the worst things that can be said of anyone in Thai, and spray-painted bus stops and pavement in the capital’s central business district with graffiti describing his sexual activity.",https://www.nytimes.com/2020/11/18/world/asia/thailands-protests-kings-taboo.html
2020-11-18,The New York Times,"No, the Army didn’t seize a German server showing a Trump landslide.","Allies of President Trump are spreading another baseless rumor about computer-based vote manipulation, days after they gained attention for falsely claiming that a widely used piece of election administration software had been used to delete votes for the president.",https://www.nytimes.com/2020/11/18/technology/scytl-trump.html
2020-11-18,The New York Times,Senators take aim at Mark Zuckerberg and Jack Dorsey.,"Senators took the chief executives of Facebook and Twitter to task on Tuesday for how the services handled misinformation around the election, showing bipartisan support for changing a law that protects the companies from lawsuits.",https://www.nytimes.com/2020/11/18/business/senators-take-aim-at-mark-zuckerberg-and-jack-dorsey.html
2020-11-19,The New York Times,"Seeking Restart With Biden, Palestinians Eye End to Prisoner Payments","JERUSALEM — In a bold move to refurbish their sullied image in Washington, the Palestinians are laying the groundwork for an overhaul to one of their most cherished but controversial practices, officials say: compensating those who serve time in Israeli prisons, including for violent attacks.",https://www.nytimes.com/2020/11/19/world/middleeast/biden-palestinian-prisoner-payments.html
2020-11-19,The New York Times,They Championed Venezuela’s Revolution. They Are Now Its Latest Victims.,"GÜIRIA, Venezuela — The host of a popular radio show, “The People’s Combat,” had always diligently praised Venezuela’s governing Socialist Party, even as millions sank into penury under its rule. But when acute gasoline shortages paralyzed his remote fishing town this summer, he strayed from the party line.",https://www.nytimes.com/2020/11/19/world/americas/venezuela-maduro-critics-repression.html
2020-11-19,The New York Times,Air Travel Was Gaining Momentum. Now What?,"Confidence about the course of the coronavirus pandemic has helped put passengers back on planes in recent months, and Thanksgiving week is shaping up to be one of the busiest periods for U.S. air travel since it came to a near-standstill in the spring. News that effective vaccines may be close at hand lifted airline stocks.",https://www.nytimes.com/2020/11/19/business/holiday-travel-coronavirus-airline.html
2020-11-19,The New York Times,Toronto’s Biggest Mass Killing Case Goes to Trial on Video,"TORONTO — On a beautiful spring day, Cathy Riddell was making her way to the public library when she was slammed by a van plowing down the sidewalk.",https://www.nytimes.com/2020/11/19/world/canada/toronto-van-killing-Alek-Minassian.html
2020-11-19,The New York Times,"At The Ringer, Staff Writers Say They Are Second-String",The head coach of the Golden State Warriors. A former ace of the New York Yankees. A onetime star of “The Bachelorette.”,https://www.nytimes.com/2020/11/19/business/media/the-ringer-union-bill-simmons.html
2020-11-19,The New York Times,"Boeing’s 737 Max is approved to fly again, but there’s more to be done before airlines can start using it.","The Federal Aviation Administration lifted its ban on Boeing’s 737 Max on Wednesday, allowing the plane to return to the skies after being grounded for more than 20 months following crashes in Indonesia and Ethiopia that killed 346 people.",https://www.nytimes.com/2020/11/19/business/boeings-737-max-is-approved-to-fly-again-but-theres-more-to-be-done-before-airlines-can-start-using-it.html
2020-11-19,The New York Times,A Timeline of the Certification Process That Trump Is Trying to Disrupt,"As President Trump and his Republican allies continue trying to undermine the election, the certification of the vote totals in each state is the next major step in formalizing President-elect Joseph R. Biden Jr.’s victory.",https://www.nytimes.com/article/us-election-results-trump-biden.html
2020-11-19,The New York Times,States that imposed few restrictions now have the worst outbreaks.,"Coronavirus cases are rising in almost every U.S. state. But the surge is worst now in places where leaders neglected to keep up forceful virus containment efforts or failed to implement basic measures like mask mandates in the first place, according to a New York Times analysis of data from the University of Oxford.",https://www.nytimes.com/2020/11/19/world/states-that-imposed-few-restrictions-now-have-the-worst-outbreaks.html
